task_id,task_type,group_id,rep,a_hotel_id,a_name,a_stars,a_neighborhood,a_review_score,a_review_count,a_room_type,a_cancellation_free,a_breakfast_included,a_amenities,a_price,b_hotel_id,b_name,b_stars,b_neighborhood,b_review_score,b_review_count,b_room_type,b_cancellation_free,b_breakfast_included,b_amenities,b_price,c_hotel_id,c_name,c_stars,c_neighborhood,c_review_score,c_review_count,c_room_type,c_cancellation_free,c_breakfast_included,c_amenities,c_price,d_hotel_id,d_name,d_stars,d_neighborhood,d_review_score,d_review_count,d_room_type,d_cancellation_free,d_breakfast_included,d_amenities,d_price,e_hotel_id,e_name,e_stars,e_neighborhood,e_review_score,e_review_count,e_room_type,e_cancellation_free,e_breakfast_included,e_amenities,e_price
232,fiveopt,232,1,50,Ace Hotel Brooklyn,4,"Boerum Hill, Brooklyn",8.4,1001,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Lobby bar,187,51,Nine Orchard,4,Lower East Side,9.0,755,Deluxe King (1 king bed),1,0,Free WiFi; Restaurant; Spa,301,99,Fairfield Inn & Suites New York Manhattan/Times Square,3,Times Square,7.6,2304,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,193,166,Z Hotel New York,3,"Long Island City, Queens",7.8,1499,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop bar,99,179,"The Ritz-Carlton New York, NoMad",5,NoMad,9.0,403,Premier King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,1558
233,fiveopt,233,1,14,Margaritaville Resort Times Square,3,Midtown West,7.7,2316,Standard King (1 king bed),1,0,Free WiFi; Pool; Bar; Restaurant,118,18,The Lucerne Hotel,3,Upper West Side,8.5,2184,Deluxe King (1 king bed),1,0,Free WiFi; Restaurant; Fitness center,126,54,The Wall Street Hotel,4,Financial District,8.9,607,Pearl Suite (1 king bed),0,0,Free WiFi; Restaurant; Bar; Fitness center,406,102,Fairfield Inn & Suites New York Manhattan/Downtown East,3,Lower East Side,8.0,830,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,201,115,Hyatt Grand Central New York,4,Midtown East,7.8,3539,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant,280
234,fiveopt,234,1,35,LUMA Hotel Times Square,4,Times Square,8.3,2337,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Bar; Fitness center,383,51,Nine Orchard,4,Lower East Side,9.0,693,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Spa,518,58,The New York EDITION,5,Midtown,7.9,1261,Deluxe King (1 king bed),0,0,Free WiFi; Spa; Restaurant; Fitness center,357,117,Hyatt Centric Times Square New York,4,Times Square,8.2,2173,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,272,171,New York Marriott Marquis,4,Times Square,7.7,8341,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Fitness center; Theater,454
235,fiveopt,235,1,13,Aloft New York Chelsea,3,Chelsea,8.3,1658,Savvy King Room (1 king bed),1,0,Free WiFi; Fitness center; Bar,228,27,citizenM New York Bowery,4,Lower East Side,8.6,3148,citizenM King Room (1 king bed),1,0,Free WiFi; Rain shower; Rooftop bar; Smart TV,231,31,New Yorker by Lotte Hotels,4,Midtown,8.9,14509,Superior King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,267,57,Sofitel New York,5,Midtown,8.8,2460,Superior King (1 king bed),1,0,Free WiFi; Restaurant; Spa; Fitness center,564,74,Hampton Inn Manhattan-SoHo,3,SoHo,8.4,1399,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,295
236,fiveopt,236,1,19,Romer Hell's Kitchen,3,Hell's Kitchen,8.0,613,Studio King (1 king bed),0,0,Free WiFi; Fitness center,245,32,Executive Hotel Le Soleil New York,4,Midtown,8.3,2085,Deluxe King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant,224,83,Holiday Inn New York City - Times Square,3,Times Square,7.7,3450,King Room (1 king bed),1,1,Free WiFi; Fitness center,218,138,The Standard East Village,4,East Village,8.1,1171,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar,304,154,Walker Hotel Greenwich Village,4,Greenwich Village,8.3,723,King Room (1 king bed),0,0,Free WiFi; Restaurant,362
237,fiveopt,237,1,5,Carlton Arms Hotel,2,Gramercy,7.2,941,Standard Room (1 twin bed),0,0,Free WiFi,100,63,Baccarat Hotel and Residences New York,5,Midtown,9.1,654,Grand King (1 king bed),0,0,Free WiFi; Spa; Pool; Restaurant; Bar,977,94,EVEN Hotel New York - Times Square South,3,Midtown,8.4,1373,King Room (1 king bed),1,0,Free WiFi; Fitness center; In-room training zone,239,117,Hyatt Centric Times Square New York,4,Times Square,8.4,2211,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,251,178,Loews Regency Hotel New York,5,Upper East Side,8.7,1025,Park Avenue King (1 king bed),1,1,Free WiFi; Fitness center; Restaurant; Bar; Spa,450
238,fiveopt,238,1,90,InterContinental New York Times Square,5,Times Square,8.2,2653,Premium King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,460,112,Sheraton New York Times Square Hotel,4,Times Square,7.4,5394,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,330,114,Sheraton Brooklyn New York Hotel,4,Downtown Brooklyn,7.8,1284,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Pool,229,156,The Hoxton Williamsburg,4,"Williamsburg, Brooklyn",8.5,1038,King Room (1 king bed),0,0,Free WiFi; Restaurant; Rooftop bar,184,163,The Williamsburg Hotel,4,"Williamsburg, Brooklyn",8.3,890,King Room (1 king bed),0,0,Free WiFi; Pool; Restaurant; Bar,314
239,fiveopt,239,1,37,NobleDEN Hotel,4,Little Italy,8.9,912,Deluxe Queen (1 queen bed),0,1,Free WiFi; Restaurant,360,98,Courtyard by Marriott New York Manhattan/Upper East Side,3,Upper East Side,8.2,1106,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant,264,143,1 Hotel Brooklyn Bridge,4,Brooklyn Heights,8.7,1824,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop pool; Restaurant; Spa,398,153,The Renwick Hotel,4,Midtown East,8.3,821,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Bar,297,162,McCarren Hotel & Pool,4,"Williamsburg, Brooklyn",7.8,728,Queen Room (1 queen bed),0,0,Free WiFi; Pool; Restaurant,282
240,fiveopt,240,1,37,NobleDEN Hotel,4,Little Italy,9.1,1014,Deluxe King (1 king bed),1,0,Free WiFi; Restaurant,279,75,Hilton Garden Inn New York/Midtown Park Avenue,3,Midtown East,8.2,2397,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Business center,264,114,Sheraton Brooklyn New York Hotel,4,Downtown Brooklyn,7.8,1365,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center; Pool,173,158,The James New York NoMad,4,NoMad,8.1,727,King Room (1 king bed),1,0,Free WiFi; Restaurant; Rooftop bar; Fitness center,231,164,Even Hotel Brooklyn,3,Downtown Brooklyn,8.2,633,King Room (1 king bed),1,0,Free WiFi; Fitness center,141
241,fiveopt,241,1,52,Andaz 5th Avenue,4,Midtown East,8.8,1508,Andaz King (1 king bed),0,0,Free WiFi; Wine hour; Restaurant; Fitness center,320,60,Crosby Street Hotel,5,SoHo,9.3,1152,Deluxe King (1 king bed),1,0,Free WiFi; Restaurant; Private theater; Gym; Terrace,874,81,DoubleTree by Hilton NYC Financial District,4,Financial District,8.1,2251,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,179,135,The Ludlow Hotel,4,Lower East Side,8.4,1137,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Garden,236,148,"The Carlyle, A Rosewood Hotel",5,Upper East Side,9.3,570,Superior King (1 king bed),0,0,Free WiFi; Spa; Restaurant; Live jazz; Fitness center,1145
242,fiveopt,242,1,18,The Lucerne Hotel,3,Upper West Side,8.5,2476,Deluxe King (1 king bed),1,0,Free WiFi; Restaurant; Fitness center,195,29,Park Central Hotel New York,4,Midtown,7.6,4076,Superior King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,187,47,Embassy Suites Manhattan Times Square,4,Times Square,8.4,3761,King Suite (1 king bed),1,1,Free WiFi; Breakfast included; Evening reception; Restaurant,250,64,The Fifth Avenue Hotel,5,NoMad,9.0,457,Grand King (1 king bed),1,0,Free WiFi; Restaurant; Butler service; Fitness center,917,134,Pod Brooklyn,3,"Williamsburg, Brooklyn",8.1,819,Queen Pod (1 queen bed),0,0,Free WiFi; Rooftop bar,153
243,fiveopt,243,1,1,Pod 51,2,Midtown East,7.8,4880,Full Pod (1 twin bed),0,0,Free WiFi; Air conditioning,113,13,Aloft New York Chelsea,3,Chelsea,8.3,1915,Savvy King Room (1 king bed),0,0,Free WiFi; Fitness center; Bar,244,32,Executive Hotel Le Soleil New York,4,Midtown,8.2,1978,Deluxe King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant,234,137,The Marlton Hotel,4,Greenwich Village,8.5,1011,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar,221,158,The James New York NoMad,4,NoMad,8.4,743,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant; Rooftop bar; Fitness center,248
244,fiveopt,244,1,29,Park Central Hotel New York,4,Midtown,7.8,3856,Superior King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,348,48,Kimpton Theta New York,4,Times Square,8.5,775,Standard King (1 king bed),1,0,Free WiFi; Wine hour; Fitness center,188,119,Hyatt Place New York Midtown South,3,Midtown,8.0,1717,Double Room (2 double beds),0,0,Free WiFi; Breakfast; Fitness center,195,142,The Mercer,5,SoHo,8.8,693,Penthouse Loft (1 king bed),0,0,Free WiFi; Restaurant; Bar,659,143,1 Hotel Brooklyn Bridge,4,Brooklyn Heights,8.5,1928,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop pool; Restaurant; Spa,614
245,fiveopt,245,1,6,Hotel Wolcott,2,Midtown,7.6,1603,Standard Double (2 double beds),0,0,Free WiFi; Fitness center,130,24,Holiday Inn Manhattan-Chelsea,3,Chelsea,7.7,2023,Standard King (1 king bed),0,0,Free WiFi; Fitness center,231,37,NobleDEN Hotel,4,Little Italy,9.3,884,Deluxe Queen (1 queen bed),1,1,Free WiFi; Restaurant,209,97,Courtyard by Marriott New York Downtown Manhattan,3,Financial District,8.1,1850,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant,244,146,Mandarin Oriental New York,5,Upper West Side,8.7,956,King Room (1 king bed),1,1,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,732
246,fiveopt,246,1,70,Hampton Inn Manhattan Grand Central,3,Midtown East,8.5,2554,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,209,93,Kimpton Muse Hotel,4,Times Square,8.3,1311,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Bar; Wine hour,305,124,"The Beekman, A Thompson Hotel",5,Financial District,8.9,1290,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Fitness center; Historic atrium,354,167,Paper Factory Hotel,3,"Long Island City, Queens",8.3,606,King Room (1 king bed),0,0,Free WiFi; Bar; Restaurant,192,169,Henry Norman Hotel,4,"Greenpoint, Brooklyn",8.3,528,Loft Suite (1 king bed),1,0,Free WiFi; Garden,201
247,fiveopt,247,1,36,Bryant Park Hotel,4,Midtown,8.4,1481,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center,432,62,Four Seasons Hotel New York Downtown,5,TriBeCa,9.1,556,Premier King with City View (1 king bed),0,0,Free WiFi; Spa; Pool; Restaurant; Fitness center,837,115,Hyatt Grand Central New York,4,Midtown East,7.7,3833,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant,206,123,Thompson Central Park New York,4,Midtown West,7.9,2381,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,355,139,The Standard High Line,4,Meatpacking District,8.6,2107,King Room (1 king bed),0,0,Free WiFi; Restaurant; Bar; Beer garden,468
248,fiveopt,248,1,19,Romer Hell's Kitchen,3,Hell's Kitchen,8.2,660,Studio Queen (1 queen bed),1,0,Free WiFi; Fitness center,208,100,Fairfield Inn & Suites New York Manhattan/Chelsea,3,Chelsea,7.7,1564,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,147,106,AC Hotel New York Times Square,4,Times Square,8.1,1881,Queen Room (1 queen bed),0,1,Free WiFi; Fitness center; Restaurant; Bar,336,109,W New York - Union Square,4,Union Square,8.4,1673,Spectacular King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,293,124,"The Beekman, A Thompson Hotel",5,Financial District,8.9,1360,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Fitness center; Historic atrium,472
249,fiveopt,249,1,13,Aloft New York Chelsea,3,Chelsea,8.4,1875,Savvy King Room (1 king bed),1,0,Free WiFi; Fitness center; Bar,196,36,Bryant Park Hotel,4,Midtown,8.2,1529,Deluxe King (1 king bed),0,0,Free WiFi; Fitness center,319,121,Hyatt Regency Times Square,4,Times Square,7.7,2497,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,400,148,"The Carlyle, A Rosewood Hotel",5,Upper East Side,9.2,618,Deluxe King (1 king bed),0,0,Free WiFi; Spa; Restaurant; Live jazz; Fitness center,1177,152,Arlo Midtown,3,Times Square,8.1,1843,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop bar; Restaurant,163
250,fiveopt,250,1,6,Hotel Wolcott,2,Midtown,7.5,1559,Standard Double (2 double beds),0,0,Free WiFi; Fitness center,99,23,Hilton Garden Inn New York/West 35th Street,3,Midtown,8.1,3064,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center; Business center,235,75,Hilton Garden Inn New York/Midtown Park Avenue,3,Midtown East,8.2,1991,Double Room (2 double beds),0,1,Free WiFi; Restaurant; Fitness center; Business center,264,147,"The Pierre, A Taj Hotel",5,Upper East Side,8.7,1428,Deluxe King (1 king bed),0,1,Free WiFi; Fitness center; Restaurant; Bar; Spa,619,177,Tempo by Hilton New York Times Square,3,Times Square,8.0,559,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Kitchen,333
251,fiveopt,251,1,97,Courtyard by Marriott New York Downtown Manhattan,3,Financial District,8.1,1841,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant,235,109,W New York - Union Square,4,Union Square,8.4,1751,Wonderful King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,469,120,Hyatt Place New York/Chelsea,3,Chelsea,8.0,1134,Double Room (2 double beds),0,1,Free WiFi; Breakfast; Fitness center,230,145,The Langham New York Fifth Avenue,5,Midtown,9.2,632,Deluxe King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,946,179,"The Ritz-Carlton New York, NoMad",5,NoMad,9.1,427,Premier King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,1236
252,fiveopt,252,1,6,Hotel Wolcott,2,Midtown,7.5,1552,Standard Double (2 double beds),1,0,Free WiFi; Fitness center,108,17,The Hotel at Fifth Avenue,3,Midtown,7.9,1865,Standard Queen (1 queen bed),1,0,Free WiFi; Fitness center,202,60,Crosby Street Hotel,5,SoHo,9.3,1018,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Private theater; Gym; Terrace,1202,91,InterContinental New York Barclay,5,Midtown East,8.8,1613,Premium King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,642,125,Wyndham New Yorker Hotel,3,Midtown,7.3,4425,King Room (1 king bed),0,0,Free WiFi; Fitness center,188
253,fiveopt,253,1,16,Broadway Plaza Hotel,3,Upper West Side,9.4,1989,Studio (1 queen bed),0,0,Free WiFi; Kitchenette,168,84,Holiday Inn NYC - Lower East Side,3,Lower East Side,7.8,1565,King Room (1 king bed),0,1,Free WiFi; Fitness center,238,130,The Jane Hotel,2,West Village,7.4,2525,Standard Cabin (1 twin bed),0,0,Free WiFi; Bar; Ballroom,103,162,McCarren Hotel & Pool,4,"Williamsburg, Brooklyn",8.1,843,King Room (1 king bed),1,0,Free WiFi; Pool; Restaurant,165,179,"The Ritz-Carlton New York, NoMad",5,NoMad,8.9,407,Premier King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,981
254,fiveopt,254,1,23,Hilton Garden Inn New York/West 35th Street,3,Midtown,8.4,2805,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center; Business center,177,27,citizenM New York Bowery,4,Lower East Side,8.8,3339,citizenM King Room (1 king bed),0,0,Free WiFi; Rain shower; Rooftop bar; Smart TV,200,65,The William Vale,5,"Williamsburg, Brooklyn",8.6,2275,Vale King with Balcony (1 king bed),0,0,Free WiFi; Rooftop pool; Restaurant; Fitness center,457,76,Hilton Garden Inn New York/Manhattan-Chelsea,3,Chelsea,7.9,1634,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center; Business center,276,173,"The Lexington Hotel, Autograph Collection",4,Midtown East,8.0,2841,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,217
255,fiveopt,255,1,34,Public Hotel,4,Lower East Side,8.4,2140,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Fitness center; Bar,282,39,Motto by Hilton New York City Chelsea,4,Chelsea,8.4,1821,King Room (1 king bed),0,0,Free WiFi; Fitness center,260,108,W New York - Times Square,4,Times Square,7.6,2552,Wonderful King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,233,110,The Westin New York Grand Central,4,Midtown East,7.9,3133,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center; Heavenly Bed,228,127,Days Inn by Wyndham NYC Midtown 45,2,Midtown,6.5,2155,King Room (1 king bed),0,0,Free WiFi,136
256,fiveopt,256,1,23,Hilton Garden Inn New York/West 35th Street,3,Midtown,8.0,2876,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center; Business center,188,90,InterContinental New York Times Square,5,Times Square,8.3,2540,Premium King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,328,137,The Marlton Hotel,4,Greenwich Village,8.7,886,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Bar,224,154,Walker Hotel Greenwich Village,4,Greenwich Village,8.3,745,King Room (1 king bed),0,0,Free WiFi; Restaurant,396,169,Henry Norman Hotel,4,"Greenpoint, Brooklyn",8.5,501,Loft Suite (1 king bed),0,0,Free WiFi; Garden,146
257,fiveopt,257,1,21,Courtyard by Marriott Times Square West,3,Midtown West,8.2,2160,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center,236,53,The Ned NoMad,4,NoMad,8.4,956,Cosy Room (1 queen bed),0,0,Free WiFi; Restaurant; Rooftop pool; Members club,492,71,Hampton Inn Manhattan-35th St/Empire State Bldg,3,Midtown,8.0,2312,King Room (1 king bed),0,0,Free WiFi; Breakfast included; Fitness center,280,141,The Greenwich Hotel,5,TriBeCa,9.4,466,King Room (1 king bed),0,0,Free WiFi; Restaurant; Spa; Pool; Fitness center,1049,166,Z Hotel New York,3,"Long Island City, Queens",7.8,1348,King Room (1 king bed),0,0,Free WiFi; Rooftop bar,187
258,fiveopt,258,1,24,Holiday Inn Manhattan-Chelsea,3,Chelsea,8.0,1903,Standard Double (2 double beds),1,0,Free WiFi; Fitness center,226,66,The Plaza,5,Midtown,8.5,3618,Superior King (1 king bed),1,0,Free WiFi; Spa; Restaurant; Fitness center; Palm Court,1268,114,Sheraton Brooklyn New York Hotel,4,Downtown Brooklyn,7.9,1537,Double Room (2 double beds),0,1,Free WiFi; Restaurant; Fitness center; Pool,195,126,Ramada by Wyndham New York/Eastside,2,Midtown East,6.9,1642,King Room (1 king bed),0,0,Free WiFi,146,167,Paper Factory Hotel,3,"Long Island City, Queens",8.5,635,King Room (1 king bed),0,0,Free WiFi; Bar; Restaurant,124
259,fiveopt,259,1,8,YOTEL New York Times Square,3,Times Square,7.3,7115,First Cabin (1 king bed),0,0,Free WiFi; Fitness center; Terrace,180,11,Moxy NYC Lower East Side,3,Lower East Side,8.0,1245,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop bar; Restaurant,141,35,LUMA Hotel Times Square,4,Times Square,8.6,2607,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Fitness center,305,129,Best Western Plus Hospitality House Suites,3,Midtown East,7.8,1513,One-Bedroom Suite (1 king bed),1,1,Free WiFi; Kitchen; Fitness center,150,143,1 Hotel Brooklyn Bridge,4,Brooklyn Heights,8.5,1630,King Room (1 king bed),1,0,Free WiFi; Rooftop pool; Restaurant; Spa,382
260,fiveopt,260,1,13,Aloft New York Chelsea,3,Chelsea,8.2,1952,Savvy Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Bar,163,19,Romer Hell's Kitchen,3,Hell's Kitchen,8.0,585,Studio King (1 king bed),0,0,Free WiFi; Fitness center,221,36,Bryant Park Hotel,4,Midtown,8.2,1515,Deluxe Queen (1 queen bed),1,0,Free WiFi; Fitness center,378,58,The New York EDITION,5,Midtown,7.7,1418,Superior King (1 king bed),1,0,Free WiFi; Spa; Restaurant; Fitness center,600,159,Smyth Tribeca,4,TriBeCa,8.4,637,King Room (1 king bed),0,0,Free WiFi; Restaurant,449
261,fiveopt,261,1,76,Hilton Garden Inn New York/Manhattan-Chelsea,3,Chelsea,8.0,1821,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Business center,183,94,EVEN Hotel New York - Times Square South,3,Midtown,8.5,1510,King Room (1 king bed),0,0,Free WiFi; Fitness center; In-room training zone,183,101,Fairfield Inn & Suites New York Brooklyn,3,Brooklyn,7.8,1172,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,216,141,The Greenwich Hotel,5,TriBeCa,9.3,457,King Room (1 king bed),0,0,Free WiFi; Restaurant; Spa; Pool; Fitness center,1048,179,"The Ritz-Carlton New York, NoMad",5,NoMad,9.0,386,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,1480
262,fiveopt,262,1,7,voco Times Square South,3,Hell's Kitchen,8.0,1306,Standard Queen (1 queen bed),1,0,Free WiFi; Restaurant; Fitness center,97,10,Moxy NYC Downtown,3,Financial District,8.0,1688,King Room (1 king bed),1,1,Free WiFi; Fitness center; Bar; Restaurant,157,16,Broadway Plaza Hotel,3,Upper West Side,9.1,2111,Studio (1 queen bed),0,0,Free WiFi; Kitchenette,138,76,Hilton Garden Inn New York/Manhattan-Chelsea,3,Chelsea,8.1,1931,Double Room (2 double beds),0,1,Free WiFi; Restaurant; Fitness center; Business center,161,94,EVEN Hotel New York - Times Square South,3,Midtown,8.4,1379,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; In-room training zone,185
263,fiveopt,263,1,21,Courtyard by Marriott Times Square West,3,Midtown West,8.0,2387,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center,255,29,Park Central Hotel New York,4,Midtown,7.4,3952,Superior King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,350,85,Holiday Inn New York City - Wall Street,3,Financial District,7.7,1963,Double Room (2 double beds),1,0,Free WiFi; Fitness center,176,107,AC Hotel New York Downtown,4,Financial District,8.2,1214,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,306,169,Henry Norman Hotel,4,"Greenpoint, Brooklyn",8.6,533,King Suite (1 king bed),0,0,Free WiFi; Garden,155
264,fiveopt,264,1,76,Hilton Garden Inn New York/Manhattan-Chelsea,3,Chelsea,7.8,1939,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center; Business center,233,87,Holiday Inn Express Manhattan Times Square,3,Times Square,7.9,2634,Double Room (2 double beds),0,0,Free WiFi; Breakfast included; Fitness center,216,106,AC Hotel New York Times Square,4,Times Square,8.3,2024,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,328,120,Hyatt Place New York/Chelsea,3,Chelsea,7.8,1225,Double Room (2 double beds),1,1,Free WiFi; Breakfast; Fitness center,261,170,Renaissance New York Midtown Hotel,4,Midtown,8.0,2164,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,240
265,fiveopt,265,1,43,Arlo NoMad,4,NoMad,8.1,2783,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop bar; Restaurant,188,59,The Dominick Hotel,5,SoHo,9.1,1711,Superior King (1 king bed),1,0,Free WiFi; Restaurant; Pool; Spa; City views,416,84,Holiday Inn NYC - Lower East Side,3,Lower East Side,7.7,1558,King Room (1 king bed),0,0,Free WiFi; Fitness center,126,123,Thompson Central Park New York,4,Midtown West,7.9,2441,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,499,128,La Quinta Inn & Suites New York Times Square South,2,Midtown,7.0,1458,King Room (1 king bed),0,1,Free WiFi; Breakfast,175
266,fiveopt,266,1,34,Public Hotel,4,Lower East Side,8.2,2170,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Fitness center; Bar,282,124,"The Beekman, A Thompson Hotel",5,Financial District,9.0,1452,Turret Suite (1 king bed),1,0,Free WiFi; Restaurant; Bar; Fitness center; Historic atrium,529,155,Walker Hotel Tribeca,4,TriBeCa,8.3,491,King Room (1 king bed),1,0,Free WiFi; Restaurant,209,164,Even Hotel Brooklyn,3,Downtown Brooklyn,8.4,762,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center,173,171,New York Marriott Marquis,4,Times Square,7.9,8502,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Fitness center; Theater,282
267,fiveopt,267,1,29,Park Central Hotel New York,4,Midtown,7.6,3901,Superior Queen (1 queen bed),0,1,Free WiFi; Fitness center; Restaurant; Bar,252,30,Courtyard by Marriott Manhattan/Central Park,4,Midtown,8.2,2590,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant,235,42,Virgin Hotels New York City,4,NoMad,8.4,951,Chamber King (1 king bed),1,0,Free WiFi; Restaurant; Rooftop bar; Fitness center,322,84,Holiday Inn NYC - Lower East Side,3,Lower East Side,7.7,1667,Double Room (2 double beds),0,0,Free WiFi; Fitness center,205,102,Fairfield Inn & Suites New York Manhattan/Downtown East,3,Lower East Side,8.1,855,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,254
268,fiveopt,268,1,34,Public Hotel,4,Lower East Side,8.3,2063,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Bar,251,57,Sofitel New York,5,Midtown,8.6,2426,Superior King (1 king bed),0,0,Free WiFi; Restaurant; Spa; Fitness center,324,84,Holiday Inn NYC - Lower East Side,3,Lower East Side,7.9,1541,Double Room (2 double beds),0,0,Free WiFi; Fitness center,129,91,InterContinental New York Barclay,5,Midtown East,8.6,1473,Premium King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,353,179,"The Ritz-Carlton New York, NoMad",5,NoMad,9.1,395,Deluxe King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,1512
